"","x"
"5558","RNASEH1"
"5559","PANK2"
"5560","DAB2"
"5561","FUT6"
"5562","PRKDC"
"5563","ARL6IP4"
"5564","GRHPR"
"5565","MMP19"
"5566","UBA6"
"5567","PFAS"
"5568","PHKB"
"5569","LGALS7B"
"5570","KLK2"
"5571","ZNF436"
"5572","ATP10B"
"5573","CC2D1A"
"5574","ABCF1"
"5575","ALS2CL"
"5576","SPHK1"
"5577","FTMT"
"5578","HEPHL1"
"5579","SSNA1"
"5580","ASB3"
"5581","USP20"
"5582","PRIMPOL"
"5583","KHDRBS1"
"5584","LCN15"
"5585","PDS5B"
"5586","CLPTM1L"
"5587","GORASP1"
"5588","CD46"
"5589","TSFM"
"5590","MKRN3"
"5591","KIAA0195"
"5592","MSRA"
"5593","OAZ3"
"5594","AURKB"
"5595","TTC27"
"5596","C1QB"
"5597","WHSC1L1"
"5598","KLHDC3"
"5599","ANAPC2"
"5600","SIDT2"
"5601","SENP3"
"5602","DNAJA2"
"5603","AGPAT4"
"5604","PAK2"
"5605","HIC1"
"5606","CA5B"
"5607","TMEM107"
"5608","TFE3"
"5609","BOK"
"5610","KLK3"
"5611","ZBTB33"
"5612","SNAP47"
"5613","SAMD12"
"5614","WDR75"
"5615","MBOAT4"
"5616","VAMP2"
"5617","GPR88"
"5618","MED29"
"5619","DDX10"
"5620","GRINA"
"5621","PRMT9"
"5622","CA8"
"5623","PER1"
"5624","METTL1"
"5625","WDR35"
"5626","UNCX"
"5627","GAK"
"5628","GALNT14"
"5629","MCM9"
"5630","GBA"
"5631","CCZ1B"
"5632","UACA"
"5633","MAP6D1"
"5634","SGSH"
"5635","ARFGAP1"
"5636","ZFAND2A"
"5637","ALDH5A1"
"5638","ZHX2"
"5639","PPFIBP1"
"5640","TOLLIP"
"5641","MBLAC2"
"5642","BOLL"
"5643","FOXR1"
"5644","ALOXE3"
"5645","ANGPT2"
"5646","LRRN1"
"5647","RPRM"
"5648","RRH"
"5649","SLC28A2"
"5650","EDNRA"
"5651","CRAT"
"5652","MRPL1"
"5653","PPP1R42"
"5654","RNF31"
"5655","ADCK4"
"5656","CLU"
"5657","APBA3"
"5658","SGPP2"
"5659","METAP1D"
"5660","ALOX12B"
"5661","CREG2"
"5662","GLTP"
"5663","KIAA1549L"
"5664","CALML3"
"5665","D2HGDH"
"5666","ANO5"
"5667","PRPF3"
"5668","ASPRV1"
"5669","KDELC2"
"5670","MRPS31"
"5671","OSBPL3"
"5672","ALX1"
"5673","DSCAML1"
"5674","GIMAP7"
"5675","EXOSC4"
"5676","CD209"
"5677","HKR1"
"5678","LGALS9B"
"5679","AVL9"
"5680","DIS3L2"
"5681","CHRNA3"
"5682","SWAP70"
"5683","TMEM25"
"5684","TYMS"
"5685","KCNG2"
"5686","DNMBP"
"5687","PEX7"
"5688","PAM16"
"5689","CHAF1B"
"5690","MOB4"
"5691","SSH1"
"5692","METRNL"
"5693","CCNG2"
"5694","STAT2"
"5695","NDUFS8"
"5696","COG4"
"5697","CSTF3"
"5698","AHCYL2"
"5699","DPY19L2"
"5700","LILRB1"
"5701","TLN1"
"5702","NUP98"
"5703","HNRNPA0"
"5704","DVL3"
"5705","AGGF1"
"5706","CCDC101"
"5707","SFTPC"
"5708","B3GNT5"
"5709","UBE2N"
"5710","CLEC4M"
"5711","HTR1A"
"5712","SCD5"
"5713","FARS2"
"5714","BAIAP2"
"5715","USP9X"
"5716","DLGAP1"
"5717","CSH1"
"5718","PACS1"
"5719","DEGS1"
"5720","KCTD14"
"5721","TLK2"
"5722","ZNF609"
"5723","TMEM132E"
"5724","RAPH1"
"5725","SUZ12"
"5726","RANBP10"
"5727","GTPBP6"
"5728","CNGB3"
"5729","RNF152"
"5730","OSBPL2"
"5731","ACTL9"
"5732","RHOJ"
"5733","BIN1"
"5734","HSD11B2"
"5735","PITPNA"
"5736","SIX5"
"5737","ARHGEF4"
"5738","GPM6B"
"5739","LEPREL1"
"5740","LIMCH1"
"5741","SFXN1"
"5742","SLC17A8"
"5743","ACSS1"
"5744","CLK4"
"5745","MYEF2"
"5746","TM6SF1"
"5747","GCNT4"
"5748","RMI1"
"5749","SNRNP200"
"5750","PLXND1"
"5751","CYC1"
"5752","TIGD2"
"5753","PLD6"
"5754","CAPN6"
"5755","SAMD4B"
"5756","FKBP10"
"5757","CPNE1"
"5758","MET"
"5759","LPCAT4"
"5760","CABP1"
"5761","UBASH3A"
"5762","SSR4"
"5763","SNX18"
"5764","NEUROG2"
"5765","TCP1"
"5766","MRPS11"
"5767","GLS"
"5768","SLC36A4"
"5769","CHST13"
"5770","ENTHD1"
"5771","PSAPL1"
"5772","CHMP6"
"5773","BBS1"
"5774","RABGGTB"
"5775","ADRBK2"
"5776","C16orf58"
"5777","NEUROG1"
"5778","TPPP2"
"5779","RECQL5"
"5780","APOL1"
"5781","ZFP42"
"5782","RPP25"
"5783","STX4"
"5784","PIPOX"
"5785","COX5A"
"5786","SPTBN5"
"5787","SH2D3C"
"5788","CES2"
"5789","RBBP6"
"5790","TNIP1"
"5791","RPTN"
"5792","R3HDM2"
"5793","GYS1"
"5794","EEA1"
"5795","WDTC1"
"5796","ROCK2"
"5797","NOC2L"
"5798","DUOX1"
"5799","KIAA0196"
"5800","ODF3L2"
"5801","RPRML"
"5802","EGR3"
"5803","ENPP4"
"5804","MC5R"
"5805","HINFP"
"5806","MAP7D3"
"5807","SCMH1"
"5808","PNMAL1"
"5809","FUT7"
"5810","EDEM3"
"5811","MRPS24"
"5812","OS9"
"5813","PRKRA"
"5814","FUBP3"
"5815","NCL"
"5816","TUBA3E"
"5817","ZDHHC22"
"5818","COL26A1"
"5819","CSRNP3"
"5820","PROM2"
"5821","RUVBL1"
"5822","FAM46A"
"5823","MPI"
"5824","BCKDHB"
"5825","AQP10"
"5826","ZNF513"
"5827","LENG8"
"5828","KIAA0319L"
"5829","LINS"
"5830","CCDC114"
"5831","YME1L1"
"5832","CDK5R1"
"5833","BACE1"
"5834","PRTFDC1"
"5835","MAF1"
"5836","LDLRAD3"
"5837","VPS37A"
"5838","SUMO4"
"5839","INTS3"
"5840","RPS15A"
"5841","GREM2"
"5842","VSIG2"
"5843","HSPH1"
"5844","GCFC2"
"5845","TUBB6"
"5846","FAM9B"
"5847","AQP11"
"5848","BHLHE22"
"5849","SYTL2"
"5850","CRLF3"
"5851","TPO"
"5852","GCC1"
"5853","SF3B2"
"5854","CYP8B1"
"5855","SHMT1"
"5856","FMN2"
"5857","CA13"
"5858","PNMA1"
"5859","MARCO"
"5860","TRAF7"
"5861","SLC35C2"
"5862","PINX1"
"5863","GEN1"
"5864","EPSTI1"
"5865","NSUN3"
"5866","TMEM45A"
"5867","CETN1"
"5868","ZNF77"
"5869","CAMK2G"
"5870","RAP2B"
"5871","SUPT6H"
"5872","GSX2"
"5873","CYBRD1"
"5874","PRMT5"
"5875","STK17A"
"5876","PHLDA2"
"5877","MAGOHB"
"5878","GPR62"
"5879","GIPC3"
"5880","CHORDC1"
"5881","MALT1"
"5882","BASP1"
"5883","LSM10"
"5884","MAMDC4"
"5885","SKA3"
"5886","CPN2"
"5887","ICOS"
"5888","TSPAN16"
"5889","UGDH"
"5890","GCSH"
"5891","PRR18"
"5892","KCND3"
"5893","SULT1C2"
"5894","IGDCC4"
"5895","CXCR2"
"5896","B3GNT4"
"5897","NUDC"
"5898","GPR89A"
"5899","DUOXA2"
"5900","AGTRAP"
"5901","PRSS8"
"5902","RCN2"
"5903","GPR4"
"5904","TENC1"
"5905","RAB43"
"5906","NQO1"
"5907","H1FOO"
"5908","PCK1"
"5909","OPA3"
"5910","CHDH"
"5911","EMR2"
"5912","C8orf4"
"5913","ITFG1"
"5914","BBX"
"5915","B3GNTL1"
"5916","SLC16A6"
"5917","TMEM11"
"5918","CACNB2"
"5919","ARHGAP33"
"5920","LYPLA1"
"5921","C3orf58"
"5922","CD276"
"5923","SH3GL3"
"5924","TRIP10"
"5925","DYNC1I1"
"5926","EZH2"
"5927","PKM"
"5928","HCLS1"
"5929","GHRHR"
"5930","MRPS23"
"5931","CIDEA"
"5932","SLC26A10"
"5933","ARSJ"
"5934","TIMM22"
"5935","TRPM7"
"5936","SLC9A9"
"5937","C3orf17"
"5938","OSBPL1A"
"5939","TUBB3"
"5940","FARSA"
"5941","NEU4"
"5942","NPEPPS"
"5943","PLA2G16"
"5944","ELL3"
"5945","IFT22"
"5946","P2RY13"
"5947","SLC7A8"
"5948","UGT2B17"
"5949","VPS37D"
"5950","ST8SIA3"
"5951","CTNNAL1"
"5952","ARID1A"
"5953","NAP1L5"
"5954","EDC3"
"5955","RNF185"
"5956","BANK1"
"5957","EPN2"
"5958","WDFY4"
"5959","ING3"
"5960","FAXDC2"
"5961","SLCO3A1"
"5962","DNAJC25"
"5963","YARS2"
"5964","EML4"
"5965","STX19"
"5966","SLC25A36"
"5967","TUBD1"
"5968","GDPD4"
"5969","KIF1C"
"5970","CCDC184"
"5971","CALR"
"5972","TRIM41"
"5973","MLXIPL"
"5974","ASB8"
"5975","RNF168"
"5976","KRI1"
"5977","WIPF2"
"5978","SLC2A4"
"5979","IL17RA"
"5980","CNOT1"
"5981","CD300LG"
"5982","LURAP1L"
"5983","TMEM86B"
"5984","ME2"
"5985","SIGLEC8"
"5986","TAC1"
"5987","ATP11B"
"5988","SH2B1"
"5989","RCHY1"
"5990","TALDO1"
"5991","COX8A"
"5992","PITPNB"
"5993","PXMP2"
"5994","VCX2"
"5995","HGH1"
"5996","F2R"
"5997","RNF144A"
"5998","LPA"
"5999","ST8SIA5"
"6000","IL23R"
"6001","TTLL11"
"6002","DIAPH2"
"6003","FBXO39"
"6004","ASB4"
"6005","SLC34A1"
"6006","KCNH5"
"6007","MSC"
"6008","RRP7A"
"6009","MICU3"
"6010","KLHL38"
"6011","SLC37A3"
"6012","LLGL1"
"6013","KBTBD11"
"6014","LOH12CR1"
"6015","DCBLD2"
"6016","IMPDH2"
"6017","CRMP1"
"6018","ANKZF1"
"6019","ANKFN1"
"6020","CDC25C"
"6021","ANKRD23"
"6022","MEOX1"
"6023","PDDC1"
"6024","TACC1"
"6025","GEMIN4"
"6026","DIS3L"
"6027","SLC16A8"
"6028","HIST1H2BC"
"6029","FGF8"
"6030","PAQR4"
"6031","RIT2"
"6032","TRIT1"
"6033","STXBP5"
"6034","ETV4"
"6035","SERPINF2"
"6036","CRELD1"
"6037","B3GNT3"
"6038","FBXL13"
"6039","FAIM2"
"6040","FIBIN"
"6041","RHOT2"
"6042","NKPD1"
"6043","TSPEAR"
"6044","LARP1B"
"6045","PTH1R"
"6046","SLC25A22"
"6047","C7"
"6048","ING5"
"6049","ATG4C"
"6050","PFN4"
"6051","DSCC1"
"6052","DPM2"
"6053","PGA3"
"6054","PITPNM2"
"6055","FADS1"
"6056","C14orf119"
"6057","RNF10"
"6058","ORAI3"
"6059","TNNI3K"
"6060","LPHN2"
"6061","OLFML3"
"6062","VNN2"
"6063","TMTC2"
"6064","PORCN"
"6065","COQ7"
"6066","FAM20C"
"6067","CDK20"
"6068","PLEKHF2"
"6069","FGF13"
"6070","RRS1"
"6071","RPLP2"
"6072","HBA1"
"6073","TUFM"
"6074","NDUFV1"
"6075","SIAH2"
"6076","SCN4B"
"6077","DCTPP1"
"6078","SOX11"
"6079","POLE"
"6080","PHF23"
"6081","RAB39A"
"6082","ERICH3"
"6083","HTR3C"
"6084","ARL4D"
"6085","SLC25A41"
"6086","HMGCS1"
"6087","GLYR1"
"6088","ITM2C"
"6089","RHBDF2"
"6090","MMP1"
"6091","TSPYL5"
"6092","MTSS1"
"6093","ROGDI"
"6094","ZMYM3"
"6095","DTX2"
"6096","EBF1"
"6097","HTR1F"
"6098","LRSAM1"
"6099","MFAP3"
"6100","BCAT2"
"6101","ACPP"
"6102","EXOSC3"
"6103","MTG1"
"6104","GADD45GIP1"
"6105","ACOT4"
"6106","RAI1"
"6107","NDUFAF3"
"6108","AMIGO3"
"6109","ATRIP"
"6110","ZKSCAN1"
"6111","MYCBPAP"
"6112","E2F7"
"6113","MARVELD2"
"6114","DYX1C1"
"6115","CD6"
"6116","RPUSD2"
"6117","SPAG5"
"6118","POC1B"
"6119","PDIA5"
"6120","SIGLEC7"
"6121","SMC1A"
"6122","ISG20L2"
"6123","PNKP"
"6124","UTS2R"
"6125","MKLN1"
"6126","SLC6A18"
"6127","SLC2A2"
"6128","IFT88"
"6129","TSHZ1"
"6130","ITLN1"
"6131","SOX2"
"6132","OR6C2"
"6133","FAM210A"
"6134","TTC39C"
"6135","ZBTB7A"
"6136","ZADH2"
"6137","UBE2O"
"6138","CRTAP"
"6139","EIF4E1B"
"6140","MED14"
"6141","UCP3"
"6142","PALM2"
"6143","HACL1"
"6144","AHRR"
"6145","ARL14"
"6146","PLEC"
"6147","DDX54"
"6148","PRKAG1"
"6149","ZNRF2"
"6150","FOXJ1"
"6151","TRIM25"
"6152","FZD2"
"6153","TRIM55"
"6154","TRPM8"
"6155","A2M"
"6156","SMARCE1"
"6157","KIF15"
"6158","ENO3"
"6159","PRPF31"
"6160","POLR2L"
"6161","PSD3"
"6162","HSPA5"
"6163","KCNRG"
"6164","AATK"
"6165","WRAP53"
"6166","MTURN"
"6167","CHMP4A"
"6168","PENK"
"6169","OXTR"
"6170","APOLD1"
"6171","ACAP2"
"6172","FBF1"
"6173","STXBP6"
"6174","UPB1"
"6175","PHF21B"
"6176","TCHP"
"6177","SYT9"
"6178","ZYX"
"6179","YLPM1"
"6180","CSNK1D"
"6181","BAIAP3"
"6182","SEPT1"
"6183","MYO1D"
"6184","LAMA3"
"6185","ULK1"
"6186","FLII"
"6187","NAPG"
"6188","CYP2B6"
"6189","GRHL1"
"6190","MAB21L2"
"6191","SAV1"
"6192","C7orf43"
"6193","WFIKKN1"
"6194","TMIE"
"6195","NFATC2IP"
"6196","PPP2R1A"
"6197","GSK3B"
"6198","AKAP17A"
"6199","AACS"
"6200","STK11"
"6201","SEMA6D"
"6202","CD28"
"6203","IQCK"
"6204","MBOAT1"
"6205","CABP4"
"6206","COPG1"
"6207","NCAPD2"
"6208","ZNF569"
"6209","PPP2R2A"
"6210","LRCH2"
"6211","PGR"
"6212","HADHB"
"6213","COL12A1"
"6214","MYLPF"
"6215","LASP1"
"6216","MTMR4"
"6217","GSG2"
"6218","PKD2L1"
"6219","METAP2"
"6220","MAP1S"
"6221","ZNF335"
"6222","CASKIN2"
"6223","AP3S1"
"6224","HNRNPM"
"6225","WDR33"
"6226","SERTAD3"
"6227","PARL"
"6228","MAT2B"
"6229","KARS"
"6230","CERS5"
"6231","WNT11"
"6232","FBN1"
"6233","PLAG1"
"6234","CNDP2"
"6235","TMC8"
"6236","MINOS1"
"6237","SYCN"
"6238","PTPRCAP"
"6239","RUFY1"
"6240","MED16"
"6241","PARP10"
"6242","NFKBIZ"
"6243","EXOC3L1"
"6244","RNF40"
"6245","CCZ1"
"6246","CARM1"
"6247","CD37"
"6248","TNP2"
"6249","STK25"
"6250","SERTM1"
"6251","SPECC1L"
"6252","NR2F1"
"6253","CYP11B2"
"6254","SEC16A"
"6255","DIRAS1"
"6256","MRE11A"
"6257","ODF3"
"6258","ANKDD1A"
"6259","SRSF7"
"6260","PCSK7"
"6261","PSMG2"
"6262","LNX2"
"6263","RIC8A"
"6264","CDHR3"
"6265","PTPMT1"
"6266","LRRC31"
"6267","PUS10"
"6268","PRX"
"6269","FHL5"
"6270","PPP1CA"
"6271","TUBA3D"
"6272","SLC41A3"
"6273","PMAIP1"
"6274","KLK4"
"6275","RFFL"
"6276","ZBTB11"
"6277","DHRS4"
"6278","GANC"
"6279","CAPZA3"
"6280","MYNN"
"6281","TMEM151A"
"6282","SAMD9L"
"6283","SRRM1"
"6284","EFCAB11"
"6285","FOXL1"
"6286","SLC25A20"
"6287","DEFB124"
"6288","FRAS1"
"6289","ATG16L2"
"6290","ELMOD2"
"6291","PSEN1"
"6292","FOXC2"
"6293","EIF4A2"
"6294","CWF19L1"
"6295","NADSYN1"
"6296","CCR8"
"6297","ABHD1"
"6298","THOC6"
"6299","TACC3"
"6300","KDM3B"
"6301","FKRP"
"6302","HCCS"
"6303","PEG3"
"6304","SMCHD1"
"6305","LMBR1"
"6306","ASIC4"
"6307","ZFPM1"
"6308","SLC47A2"
"6309","SLC25A42"
"6310","CLGN"
"6311","PLEKHO2"
"6312","OVCH1"
"6313","TNFRSF12A"
"6314","LRIG3"
"6315","MED25"
"6316","CUL1"
"6317","NCBP2"
"6318","YOD1"
"6319","LRRC57"
"6320","NT5DC1"
"6321","ORMDL1"
"6322","C5orf22"
"6323","LIMS2"
"6324","SERTAD2"
"6325","FTSJ1"
"6326","IMP3"
"6327","CLIP4"
"6328","RORC"
"6329","MAF"
"6330","LMNB2"
"6331","MDH2"
"6332","PCM1"
"6333","DDHD1"
"6334","EHD3"
"6335","MIEF1"
"6336","FLNC"
"6337","CIRH1A"
"6338","CCT6B"
"6339","SENP5"
"6340","ATP13A2"
"6341","TMCO5A"
"6342","VIPR1"
"6343","NOS2"
"6344","PPM1A"
"6345","NDUFV2"
"6346","ITGA11"
"6347","THNSL2"
"6348","BGN"
"6349","COL10A1"
"6350","GPR39"
"6351","HBG1"
"6352","SETD3"
"6353","ACSM2B"
"6354","APOBEC3B"
"6355","MYT1"
"6356","SMDT1"
"6357","TSEN54"
"6358","CSF1"
"6359","LYG2"
"6360","NPTXR"
"6361","PAPL"
"6362","SLC22A10"
"6363","GLUD2"
"6364","CLEC4G"
"6365","ADAMTSL5"
"6366","KCNK12"
"6367","VPS33B"
"6368","AP2A2"
"6369","WRB"
"6370","NKX2-5"
"6371","IZUMO1"
"6372","P4HB"
"6373","XPOT"
"6374","LPAR5"
"6375","INTS5"
"6376","IL3RA"
"6377","ACSM5"
"6378","SLC5A2"
"6379","TGIF1"
"6380","DHRS7C"
"6381","YAF2"
"6382","TNFAIP8L3"
"6383","SRPR"
"6384","DGAT2L6"
"6385","RLIM"
"6386","C6orf58"
"6387","GLTPD2"
"6388","ARHGEF37"
"6389","PAWR"
"6390","OTOP3"
"6391","MCF2L2"
"6392","IL20RB"
"6393","JAG2"
"6394","PIF1"
"6395","NOG"
"6396","CLN8"
"6397","FBXO21"
"6398","TRAIP"
"6399","TNFRSF18"
"6400","CDCA2"
"6401","FFAR3"
"6402","KNTC1"
"6403","ZNF71"
"6404","MINA"
"6405","HMG20B"
"6406","B4GALNT4"
"6407","RNF123"
"6408","PTTG1IP"
"6409","XKR4"
"6410","ASB7"
"6411","CEND1"
"6412","RNF135"
"6413","VMO1"
"6414","DGKA"
"6415","PDE6G"
"6416","S1PR5"
"6417","CNGA2"
"6418","HIST1H2AJ"
"6419","KCNA4"
"6420","DENND5A"
"6421","DNMT3B"
"6422","RAB28"
"6423","GLRX5"
"6424","SIX6"
"6425","HOXD1"
"6426","NRROS"
"6427","C2CD4C"
"6428","MOB2"
"6429","C10orf107"
"6430","FOXK1"
"6431","SEP15"
"6432","HEXIM1"
"6433","EFNA5"
"6434","KCNH8"
"6435","GPR132"
"6436","TOP1MT"
"6437","RBM10"
"6438","NOC4L"
"6439","TRAK2"
"6440","GTF2H2"
"6441","KANK3"
"6442","HOXB4"
"6443","AFMID"
"6444","SLX1B"
"6445","RPH3AL"
"6446","CHST6"
"6447","PAXBP1"
"6448","TRAK1"
"6449","HAX1"
"6450","SLC25A18"
"6451","FAM174B"
"6452","TPH2"
"6453","PHF6"
"6454","LIN9"
"6455","AMER1"
"6456","PRKCH"
"6457","CREB3L2"
"6458","CLRN1"
"6459","POU3F2"
"6460","STAC3"
"6461","SIVA1"
"6462","ST6GALNAC3"
"6463","FMNL1"
"6464","KRT7"
"6465","ZNF662"
"6466","GKN2"
"6467","NXPH3"
"6468","IGLL1"
"6469","SP1"
"6470","SERPINA7"
"6471","GP1BA"
"6472","PCP4"
"6473","SOCS1"
"6474","COPB2"
"6475","SLC25A21"
"6476","SIRT7"
"6477","ADAP2"
"6478","KDELR1"
"6479","CD300C"
"6480","TUSC5"
"6481","GRPEL2"
"6482","YBEY"
"6483","ACTL10"
"6484","WBSCR17"
"6485","H1FX"
"6486","GALR2"
"6487","PPAP2C"
"6488","DRG1"
"6489","CPNE8"
"6490","ATP6V0C"
"6491","TCEAL7"
"6492","CADM1"
"6493","ZAR1"
"6494","TRMT12"
"6495","PHACTR1"
"6496","DEFA5"
"6497","PSMG1"
"6498","MEX3B"
"6499","MCEMP1"
"6500","CALHM1"
"6501","LGALS9C"
"6502","PHF12"
"6503","TBK1"
"6504","UPP1"
"6505","HIST1H1B"
"6506","FBXL6"
"6507","KRT76"
"6508","GRID1"
"6509","RSRC2"
"6510","SLC6A17"
"6511","SOX1"
"6512","SPSB1"
"6513","CASP9"
"6514","CCDC34"
"6515","NT5DC4"
"6516","RESP18"
"6517","PLEKHH1"
"6518","NPBWR1"
"6519","TRAPPC6B"
"6520","SOCS3"
"6521","WDR5B"
"6522","PDGFB"
"6523","PTRHD1"
"6524","SPRR3"
"6525","LEPR"
"6526","PLB1"
"6527","DDX59"
"6528","TMPRSS11B"
"6529","AMY1B"
"6530","ZDHHC23"
"6531","DEXI"
"6532","CTHRC1"
"6533","MAPK8IP2"
"6534","MT1H"
"6535","HHIPL1"
"6536","HS3ST4"
"6537","RTN4RL1"
"6538","CNTN2"
"6539","PAPPA"
"6540","NDNL2"
"6541","P2RX7"
"6542","KRTAP11-1"
"6543","COA5"
"6544","NDUFA12"
"6545","BRWD1"
"6546","NDUFB1"
"6547","ZNF775"
"6548","RGPD6"
"6549","OPCML"
"6550","FANCF"
"6551","KPNA7"
"6552","POLR2J2"
"6553","PGP"
"6554","TMED9"
"6555","IL1R2"
"6556","RPS27L"
"6557","OLIG2"
"6558","ENKUR"
"6559","PPP1R27"
"6560","TSSC4"
"6561","IP6K2"
"6562","PEX26"
"6563","ZNRD1"
"6564","BOLA2"
"6565","MXI1"
"6566","LMNTD2"
"6567","CD8B"
"6568","HGS"
"6569","C11orf54"
"6570","BCAN"
"6571","KREMEN1"
"6572","POMK"
"6573","ANKRD45"
"6574","TMEM173"
"6575","MORF4L1"
"6576","GNB1L"
"6577","WT1"
"6578","RAB11FIP1"
"6579","GAST"
"6580","BOLA3"
"6581","SERHL2"
"6582","FAM43B"
"6583","FBLN7"
"6584","DBX2"
"6585","SYNDIG1L"
"6586","CYB5D1"
"6587","NPLOC4"
"6588","FES"
"6589","FBLN1"
"6590","CYLC1"
"6591","IRX3"
"6592","IKZF1"
"6593","CAPN12"
"6594","ARMCX2"
"6595","PKP3"
"6596","DGCR6"
"6597","KCNJ15"
"6598","KCNH7"
"6599","SELE"
"6600","HOXB2"
"6601","GDF3"
"6602","CALCA"
"6603","RAB12"
"6604","TBX1"
"6605","GAS6"
"6606","MRPL54"
"6607","NLRP9"
"6608","TAS1R1"
"6609","PRMT3"
"6610","IDH2"
"6611","EEF1G"
"6612","COL4A5"
"6613","DHX34"
"6614","ZNF789"
"6615","WSCD2"
"6616","AEN"
"6617","LRRC16A"
"6618","ZGPAT"
"6619","CD86"
"6620","SNX20"
"6621","NAA38"
"6622","EFCAB13"
"6623","PDE4B"
"6624","EPHB3"
"6625","CFD"
"6626","DSE"
"6627","SPRR4"
"6628","SLIT3"
"6629","HIST2H2AC"
"6630","NOP10"
"6631","RFX6"
"6632","PMCH"
"6633","ATP6V0A2"
"6634","ALDH1A3"
"6635","PTP4A3"
"6636","SYNGR1"
"6637","ASCL2"
"6638","RARB"
"6639","ZNF703"
"6640","DDX28"
"6641","PTCH1"
"6642","ALAS2"
"6643","COL7A1"
"6644","TMIGD1"
"6645","SDR42E1"
"6646","BEST3"
"6647","CSTF2T"
"6648","ADAT3"
"6649","CRIP1"
"6650","RIPK4"
"6651","SPPL2C"
"6652","CCR10"
"6653","SH3BGR"
"6654","OTOP2"
"6655","RNLS"
"6656","SULT4A1"
"6657","OSBP2"
"6658","NPY2R"
"6659","SPAG16"
"6660","CTAG1B"
"6661","EIF3C"
"6662","NDN"
"6663","MFSD10"
"6664","ENPP7"
"6665","LRRC8B"
"6666","CYP2A13"
"6667","LRP2BP"
"6668","PURA"
"6669","COLEC10"
"6670","UNC5A"
"6671","ALX4"
"6672","ATP11C"
"6673","FUT10"
"6674","NPB"
"6675","CLCNKA"
"6676","YIPF7"
"6677","IGDCC3"
"6678","ANO9"
"6679","HIST2H2AB"
"6680","KLHL15"
"6681","PTGDR2"
"6682","FLRT2"
"6683","FREM3"
"6684","UQCR10"
"6685","GPR97"
"6686","PARPBP"
"6687","FOLR4"
"6688","SMAD3"
"6689","BACE2"
"6690","WBP2NL"
"6691","PRSS55"
"6692","SS18L1"
"6693","TTC32"
"6694","ADSSL1"
"6695","PHF7"
"6696","ACTRT3"
"6697","FIGLA"
"6698","PLA2G6"
"6699","GH2"
"6700","MARCH11"
"6701","FOXL2"
"6702","SERPINA5"
"6703","CYP2U1"
"6704","VMA21"
"6705","INPP5J"
"6706","UBA7"
"6707","NR2C1"
"6708","HIST2H3D"
"6709","SPNS2"
"6710","LAMP1"
"6711","HSD17B13"
"6712","SULT1C3"
"6713","TUBA8"
"6714","USP17L2"
"6715","JRKL"
"6716","DNAH8"
"6717","CCDC60"
"6718","USP45"
"6719","ARSI"
"6720","MRPL40"
"6721","SKA2"
"6722","TREX2"
"6723","MAGEA2B"
"6724","URAD"
"6725","KCND2"
"6726","SLC24A3"
"6727","CYP2F1"
"6728","MIPOL1"
"6729","RAB11B"
"6730","PROSC"
"6731","PRKD1"
"6732","SLC35D3"
"6733","NXPH4"
"6734","MTA1"
"6735","EYA2"
"6736","MX2"
"6737","ACAA1"
"6738","ADI1"
"6739","SHMT2"
"6740","NFAM1"
"6741","MAPK11"
"6742","ZNF26"
"6743","BSG"
"6744","EVI2B"
"6745","ALG12"
"6746","MC2R"
"6747","FIGN"
"6748","MRPL12"
"6749","RPS6KA4"
"6750","OIT3"
"6751","DUSP18"
"6752","BTLA"
"6753","TTF1"
"6754","ABCC5"
"6755","TRMT11"
"6756","NEXN"
"6757","KIF9"
"6758","COQ6"
"6759","SELV"
"6760","NDEL1"
"6761","HBB"
"6762","HAP1"
"6763","INTU"
"6764","PARVA"
"6765","EMC10"
"6766","UBL4B"
"6767","GNAL"
"6768","HDAC6"
"6769","TMEM212"
"6770","EXOC7"
"6771","DHRSX"
"6772","FGF3"
"6773","CYP27C1"
"6774","RGS9BP"
"6775","KLHDC10"
"6776","F3"
"6777","WDR25"
"6778","RFTN1"
"6779","KDM4D"
"6780","VWCE"
"6781","CACNA1H"
"6782","ATP4B"
"6783","SLC36A2"
"6784","CYP4Z1"
"6785","UGT2B28"
"6786","TCFL5"
"6787","ACTL7A"
"6788","EML1"
"6789","PCLO"
"6790","UNC5B"
"6791","KPNA4"
"6792","LRCH3"
"6793","HOMER1"
"6794","OR10J5"
"6795","GNG2"
"6796","OR13F1"
"6797","GATA4"
"6798","LYPD6"
"6799","FOXE3"
"6800","ZMIZ1"
"6801","SREK1"
"6802","PPIL2"
"6803","MYO18B"
"6804","POLR3C"
"6805","CYP2R1"
"6806","TMPRSS11A"
"6807","LCE3C"
"6808","KCNK18"
"6809","TRIM46"
"6810","FSCN2"
"6811","ERCC6L"
"6812","IGFN1"
"6813","TESC"
"6814","DHRS4L2"
"6815","USP16"
"6816","RAX"
"6817","BMP2K"
"6818","PNRC2"
"6819","RGS7BP"
"6820","MT1F"
"6821","GRK1"
"6822","PDE2A"
"6823","PTPRB"
"6824","PTPRU"
"6825","GPR125"
"6826","RLTPR"
"6827","MT1B"
"6828","SERPINA11"
"6829","RASA3"
"6830","VSTM2B"
"6831","FAM129C"
"6832","ARID2"
"6833","WASF3"
"6834","HPDL"
"6835","PDCD1"
"6836","GHRL"
"6837","EDARADD"
"6838","FAM91A1"
